Subject,Grade,Scored,Year,District,School,County,Category,Score,Students
Science,4,38,2017,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,47.4,19
English,3,67,2017,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,65.7,45
English,4,74,2017,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,47.3,36
Math,3,67,2017,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,29.9,21
Math,4,74,2017,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,37.8,28
Science,4,74,2017,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,48.6,36
English,3,109,2017,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,55,60
English,4,111,2017,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,37.8,42
Math,3,109,2017,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,45.9,51
Math,4,110,2017,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,32.7,36
Science,4,110,2017,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,56.4,63
English,3,13,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,76.9,10
English,4,22,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,18.2,5
English,5,13,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,46.2,7
Math,3,13,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,61.5,8
Math,4,22,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,22.7,5
Math,5,13,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,23.1,4
Science,4,22,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,22.7,5
English,6,122,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,51.6,63
English,7,126,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,40.5,52
English,8,147,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,47.6,70
Math,6,122,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,33.6,41
Math,7,127,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,18.9,25
Math,8,146,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,29.5,44
Science,8,146,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,36.3,53
English,3,68,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,48.5,33
English,4,55,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,52.7,29
English,5,69,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,49.3,35
Math,3,67,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,31.3,21
Math,4,54,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,38.9,22
Math,5,69,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,33.3,23
Science,4,54,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,51.9,29
English,3,29,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,51.7,15
English,4,37,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,24.3,9
English,5,37,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,54.1,21
Math,3,29,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,34.5,11
Math,4,38,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,31.6,13
Math,5,36,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,30.6,12
Science,4,38,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,52.6,20
English,3,131,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Proficient,59.5,78
English,4,137,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Proficient,35.8,50
Math,3,131,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Proficient,36.6,48
Math,4,138,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Proficient,38.4,53
Science,4,138,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Proficient,37.7,53
English,5,140,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,51.4,72
English,6,145,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,52.4,76
English,7,125,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,50.4,63
English,8,157,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,49.7,79
Math,5,141,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,35.5,51
Math,6,145,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,32.4,47
Math,7,125,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,29.6,38
Math,8,157,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,35,55
Science,8,157,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,43.3,68
English,3,39,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,56.4,22
English,4,38,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,44.7,17
English,5,51,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,45.1,24
English,6,40,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,50,20
Math,3,40,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,35,14
Math,4,38,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,18.4,7
Math,5,51,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,29.4,15
Math,6,40,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,20,8
Science,4,38,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,52.6,20
English,7,54,2017,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,25.9,14
English,8,59,2017,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,50.8,30
Math,7,60,2017,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,1.7,2
Math,8,59,2017,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,16.9,10
Science,8,59,2017,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,39,24
English,3,103,2017,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,59.2,61
English,4,108,2017,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,44.4,48
Math,3,103,2017,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,36.9,39
Math,4,109,2017,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,40.4,45
Science,4,109,2017,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,45,50
English,5,101,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,43.6,45
English,6,100,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,48,48
English,7,128,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,37.5,48
English,8,103,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,48.5,50
Math,5,101,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,37.6,38
Math,6,99,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,32.3,32
Math,7,128,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,36.7,47
Math,8,103,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,30.1,32
Science,8,103,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,42.7,44
English,6,173,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,40.5,71
English,7,186,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,43,80
English,8,196,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,42.9,85
Math,6,173,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,34.7,61
Math,7,186,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,24.2,46
Math,8,197,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,19.8,40
Science,8,197,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,32,64
English,3,165,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,52.7,87
English,4,162,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,30.9,51
English,5,172,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,48.3,84
Math,3,165,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,30.3,50
Math,4,163,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,29.4,48
Math,5,172,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,33.7,58
Science,4,162,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,45.7,75
Math,7,125744,2017,,,State,Basic,36.9,46400
Math,8,123653,2017,,,State,Basic,30.6,37838
Math,3,72264,2017,,,State,Basic,31.6,22836
Math,4,71245,2017,,,State,Basic,38.2,27216
Math,5,69039,2017,,,State,Basic,39.3,27133
English,4,125575,2017,,,State,Basic,27.3,34282
English,5,124405,2017,,,State,Basic,31.4,39064
English,6,123112,2017,,,State,Basic,30.6,37673
English,7,125584,2017,,,State,Basic,25.2,31648
English,8,123271,2017,,,State,Basic,27.8,34270
Science,4,71414,2017,,,State,Basic,30.3,21639
English,3,54,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,38.9,22
English,4,46,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,21.7,10
English,5,57,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,17.5,10
English,6,44,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,13.6,6
English,8,1,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,NA,NA
Math,3,55,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,12.7,7
Math,4,46,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,15.2,7
Math,5,57,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,29.8,17
Math,6,44,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,47.7,21
Math,8,1,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,NA,NA
Science,4,46,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,10.9,6
Science,8,1,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,NA,NA
English,7,60,2017,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Basic,36.7,23
English,8,46,2017,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Basic,45.7,22
Math,7,60,2017,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Basic,40,24
Math,8,46,2017,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Basic,30.4,14
Science,8,46,2017,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Basic,23.9,11
English,5,226,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,28.8,66
English,6,218,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,22,48
English,7,220,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,50.9,112
English,8,246,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,26,64
Math,5,226,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,31.9,73
Math,6,217,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,35.9,78
Math,7,221,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,30.3,67
Math,8,246,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,25.2,62
Science,8,244,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,22.5,55
English,3,36,2017,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Basic,11.1,4
English,4,38,2017,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Basic,18.4,7
Math,3,36,2017,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Basic,19.4,7
Math,4,38,2017,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Basic,26.3,10
Science,4,38,2017,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Basic,5.3,3
English,3,67,2017,BERWICK AREA SD,SALEM EL SCH,Columbia,Basic,13.4,9
English,4,74,2017,BERWICK AREA SD,SALEM EL SCH,Columbia,Basic,31.1,24
Math,3,67,2017,BERWICK AREA SD,SALEM EL SCH,Columbia,Basic,22.4,16
Math,4,74,2017,BERWICK AREA SD,SALEM EL SCH,Columbia,Basic,36.5,28
Science,4,74,2017,BERWICK AREA SD,SALEM EL SCH,Columbia,Basic,21.6,16
English,3,109,2017,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Basic,19.3,22
English,4,111,2017,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Basic,27.9,31
Math,3,109,2017,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Basic,14.7,17
Math,4,110,2017,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Basic,30.9,34
Science,4,110,2017,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Basic,11.8,13
English,3,13,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,0,0
English,4,22,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,13.6,3
English,5,13,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,30.8,5
Math,3,13,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,0,0
Math,4,22,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,18.2,5
Math,5,13,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,23.1,4
Science,4,22,2017,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,0,0
English,6,122,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,31.1,38
English,7,126,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,41.3,53
English,8,147,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,28.6,43
Math,6,122,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,45.9,56
Math,7,127,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,36.2,46
Math,8,146,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,39.7,58
Science,8,146,2017,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,19.9,30
English,3,68,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,35.3,25
English,4,55,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,21.8,12
English,5,69,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,31.9,23
Math,3,67,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,19.4,13
Math,4,54,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,37,20
Math,5,69,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,30.4,21
Science,4,54,2017,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,14.8,8
English,3,29,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,27.6,9
English,4,37,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,40.5,15
English,5,37,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,27,10
Math,3,29,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,20.7,7
Math,4,38,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,21.1,9
Math,5,36,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,22.2,8
Science,4,38,2017,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,18.4,7
English,3,131,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Basic,16.8,23
English,4,137,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Basic,16.1,23
Math,3,131,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Basic,17.6,24
Math,4,138,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Basic,19.6,28
Science,4,138,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Basic,2.9,5
English,5,140,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,25.7,36
English,6,145,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,13.1,19
English,7,125,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,16.8,21
English,8,157,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,17.8,28
Math,5,141,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,41.8,59
Math,6,145,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,34.5,51
Math,7,125,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,18.4,23
Math,8,157,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,15.3,25
Science,8,157,2017,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,12.7,20
English,3,39,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Basic,28.2,11
English,4,38,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Basic,26.3,10
English,5,51,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Basic,33.3,17
English,6,40,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Basic,35,14
Math,3,40,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Basic,27.5,11
Math,4,38,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Basic,39.5,16
Math,5,51,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Basic,51,27
Math,6,40,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Basic,45,18
Science,4,38,2017,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Basic,13.2,6
English,7,54,2017,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Basic,64.8,35
English,8,59,2017,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Basic,27.1,16
Math,7,60,2017,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Basic,23.3,14
Math,8,59,2017,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Basic,28.8,17
Science,8,59,2017,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Basic,23.7,14
English,3,103,2017,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Basic,19.4,20
English,4,108,2017,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Basic,25.9,28
Math,3,103,2017,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Basic,16.5,17
Math,4,109,2017,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Basic,31.2,35
Science,4,109,2017,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Basic,17.4,19
English,5,101,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,28.7,29
English,6,100,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,21,21
English,7,128,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,42.2,55
English,8,103,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,41.7,43
Math,5,101,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,28.7,29
Math,6,99,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,29.3,30
Math,7,128,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,18.8,25
Math,8,103,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,38.8,40
Science,8,103,2017,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Basic,24.3,26
English,6,173,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,22.5,39
English,7,186,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,26.3,49
English,8,196,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,27,53
Math,6,173,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,34.7,61
Math,7,186,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,30.1,56
Math,8,197,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,35,69
Science,8,197,2017,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Basic,24.9,50
English,3,165,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Basic,19.4,33
English,4,162,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Basic,24.1,40
English,5,172,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Basic,26.7,46
Math,3,165,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Basic,20,33
Math,4,163,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Basic,27.6,45
Math,5,172,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Basic,25.6,45
Science,4,162,2017,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Basic,14.2,24
Math,7,125744,2017,,,State,BelowBasic,3.6,4527
Math,8,123653,2017,,,State,BelowBasic,10.5,12984
Math,3,72264,2017,,,State,BelowBasic,19.7,14237
Math,4,71245,2017,,,State,BelowBasic,18.2,12967
Math,5,69039,2017,,,State,BelowBasic,19.5,13463
English,4,125575,2017,,,State,BelowBasic,26.1,32776
English,5,124405,2017,,,State,BelowBasic,24.8,30853
English,6,123112,2017,,,State,BelowBasic,29.1,35826
English,7,125584,2017,,,State,BelowBasic,37,46467
English,8,123271,2017,,,State,BelowBasic,39.7,48939
Science,4,71414,2017,,,State,BelowBasic,8.8,6285
English,3,54,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,3.7,2
English,4,46,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,6.5,3
English,5,57,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,0,0
English,6,44,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,4.5,2
English,8,1,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,NA,NA
Math,3,55,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,18.2,11
Math,4,46,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,21.7,10
Math,5,57,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,8.8,6
Math,6,44,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,4.5,2
Math,8,1,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,NA,NA
Science,4,46,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,2.2,2
Science,8,1,2017,BENTON AREA SD,APPLEMAN EL SCH,Columbia,BelowBasic,NA,NA
English,7,60,2017,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,BelowBasic,1.7,2
English,8,46,2017,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,BelowBasic,6.5,3
Math,7,60,2017,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,BelowBasic,45,27
Math,8,46,2017,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,BelowBasic,56.5,26
Science,8,46,2017,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,BelowBasic,6.5,3
English,5,226,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,9.7,22
English,6,218,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,5,11
English,7,220,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,2.7,6
English,8,246,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,13.8,34
Math,5,226,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,15,34
Math,6,217,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,19.4,43
Math,7,221,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,42.5,94
Math,8,246,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,41.9,104
Science,8,244,2017,BERWICK AREA SD,BERWICK AREA MS,Columbia,BelowBasic,21.7,53
English,3,36,2017,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,BelowBasic,2.8,2
English,4,38,2017,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,BelowBasic,7.9,4
Math,3,36,2017,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,BelowBasic,5.6,3
Math,4,38,2017,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,BelowBasic,5.3,3
Science,4,38,2017,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,BelowBasic,0,0
